Reporting Starts,Reporting Ends,Campaign Name,Ad Set Name,Ad Name,Amount Spent (USD),Impressions,Link Clicks,CPM,CTR,Purchases,Purchases Conversion Value
2025-02-20,2025-02-20,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,14.35,614,7,23.37,1.15,0,0.0
2025-02-20,2025-02-20,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,28.22,1288,10,21.91,0.82,0,0.0
2025-02-20,2025-02-20,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,29.45,1373,16,21.45,1.23,0,0.0
2025-02-20,2025-02-20,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,7.28,379,5,19.21,1.45,0,0.0
2025-02-20,2025-02-20,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,7.3,494,11,14.77,2.24,1,71.99
2025-02-20,2025-02-20,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,17.02,873,9,19.5,1.06,1,48.0
2025-02-20,2025-02-20,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,12.92,580,5,22.27,0.88,0,0.0
2025-02-21,2025-02-21,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,8.16,492,4,16.59,1.0,0,0.0
2025-02-21,2025-02-21,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,25.27,1273,13,19.85,1.06,0,0.0
2025-02-21,2025-02-21,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,14.95,1091,10,13.7,1.0,0,0.0
2025-02-21,2025-02-21,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,11.67,616,7,18.95,1.16,0,0.0
2025-02-22,2025-02-22,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,22.21,1026,9,21.65,0.89,0,0.0
2025-02-22,2025-02-22,Luxury Silk Scarf - TOF - Interests,Broad Interests - Luxury Silk Scarf,Creative A - Luxury Silk Sca,6.87,308,2,22.29,0.86,0,0.0
2025-02-22,2025-02-22,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,18.7,761,6,24.57,0.8,0,0.0
2025-02-22,2025-02-22,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,21.59,967,12,22.33,1.25,0,0.0
2025-02-23,2025-02-23,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,5.9,406,3,14.53,0.86,0,0.0
2025-02-23,2025-02-23,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,15.32,776,10,19.74,1.38,0,0.0
2025-02-23,2025-02-23,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,5.46,241,1,22.66,0.81,0,0.0
2025-02-23,2025-02-23,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,18.58,1304,17,14.25,1.37,0,0.0
2025-02-23,2025-02-23,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,15.74,733,5,21.47,0.81,0,0.0
2025-02-23,2025-02-23,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,21.44,1781,18,12.04,1.05,0,0.0
2025-02-23,2025-02-23,Premium Leather Bag - BOF - Retargeting,Website Visitors - Premium Leather Bag,DPA - Premium Leather,15.59,1592,61,9.79,3.88,1,143.99
2025-02-23,2025-02-23,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,36.34,1585,14,22.93,0.93,1,95.99
2025-02-24,2025-02-24,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,12.29,670,7,18.34,1.11,0,0.0
2025-02-24,2025-02-24,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,13.5,719,7,18.77,1.07,0,0.0
2025-02-24,2025-02-24,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,14.75,1200,14,12.29,1.21,0,0.0
2025-02-24,2025-02-24,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,9.45,441,5,21.42,1.2,0,0.0
2025-02-24,2025-02-24,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,15.79,1087,11,14.53,1.03,0,0.0
2025-02-24,2025-02-24,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,9.08,589,5,15.42,0.9,0,0.0
2025-02-24,2025-02-24,Sport Sneakers - TOF - Interests,Broad Interests - Sport Sneakers,Creative A - Sport Sneakers,9.37,387,3,24.2,0.89,0,0.0
2025-02-25,2025-02-25,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,10.06,409,5,24.6,1.23,0,0.0
2025-02-25,2025-02-25,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,13.22,590,6,22.41,1.09,0,0.0
2025-02-25,2025-02-25,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,9.99,620,8,16.11,1.36,0,0.0
2025-02-25,2025-02-25,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,19.0,860,12,22.09,1.44,0,0.0
2025-02-26,2025-02-26,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,14.27,722,7,19.77,1.04,0,0.0
2025-02-26,2025-02-26,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,13.88,982,14,14.13,1.46,0,0.0
2025-02-26,2025-02-26,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,25.23,1327,13,19.01,0.99,0,0.0
2025-02-26,2025-02-26,Luxury Belt - BOF - Retargeting,Website Visitors - Luxury Belt,DPA - Luxury Belt,9.92,665,26,14.92,3.94,1,95.99
2025-02-26,2025-02-26,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,23.17,1200,14,19.31,1.2,1,63.99
2025-02-26,2025-02-26,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,19.43,1368,11,14.2,0.85,0,0.0
2025-02-26,2025-02-26,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,2.36,173,3,13.63,2.24,1,4.79
2025-02-26,2025-02-26,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,5.51,250,2,22.03,1.0,1,3.2
2025-02-27,2025-02-27,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,14.61,930,7,15.71,0.81,0,0.0
2025-02-27,2025-02-27,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,5.61,288,4,19.47,1.39,0,0.0
2025-02-27,2025-02-27,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,9.28,493,5,18.82,1.07,0,0.0
2025-02-28,2025-02-28,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,3.86,209,1,18.47,0.89,0,0.0
2025-02-28,2025-02-28,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,9.49,389,3,24.39,0.96,0,0.0
2025-02-28,2025-02-28,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,15.73,803,9,19.59,1.19,0,0.0
2025-02-28,2025-02-28,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,3.89,207,1,18.79,0.93,0,0.0
2025-03-01,2025-03-01,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,5.27,249,3,21.17,1.25,0,0.0
2025-03-01,2025-03-01,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,9.85,792,11,12.44,1.48,0,0.0
2025-03-01,2025-03-01,Designer Sunglasses - BOF - Retargeting,Website Visitors - Designer Sunglasses,DPA - Designer Sungla,12.81,1007,27,12.72,2.77,1,119.99
2025-03-01,2025-03-01,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,29.89,1378,17,21.69,1.3,1,79.99
2025-03-01,2025-03-01,Handcrafted Wallet - BOF - Retargeting,Website Visitors - Handcrafted Wallet,DPA - Handcrafted Wal,4.85,522,19,9.29,3.72,1,47.99
2025-03-01,2025-03-01,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,11.33,483,4,23.45,1.0,1,32.0
2025-03-01,2025-03-01,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,5.84,326,3,17.91,0.97,0,0.0
2025-03-01,2025-03-01,Overstock Pants - BOF - Retargeting,Website Visitors - Overstock Pants,DPA - Overstock Pants,20.75,1825,69,11.37,3.82,1,23.99
2025-03-01,2025-03-01,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,48.45,2436,33,19.89,1.4,1,15.99
2025-03-01,2025-03-01,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,8.34,364,4,22.9,1.11,0,0.0
2025-03-01,2025-03-01,Sample Sale Coat - BOF - Retargeting,Website Visitors - Sample Sale Coat,DPA - Sample Sale Coa,25.54,3084,116,8.28,3.78,1,29.99
2025-03-01,2025-03-01,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,59.54,4443,41,13.4,0.93,1,20.0
2025-03-01,2025-03-01,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,11.53,499,4,23.1,0.87,0,0.0
2025-03-02,2025-03-02,Baseball Cap - BOF - Retargeting,Website Visitors - Baseball Cap,DPA - Baseball Cap,4.21,423,9,9.96,2.2,1,17.99
2025-03-02,2025-03-02,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,9.82,433,6,22.68,1.44,1,12.0
2025-03-02,2025-03-02,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,14.6,612,7,23.85,1.19,0,0.0
2025-03-02,2025-03-02,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,5.47,220,2,24.86,1.34,0,0.0
2025-03-02,2025-03-02,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,7.68,586,5,13.11,0.91,0,0.0
2025-03-02,2025-03-02,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,10.88,662,7,16.43,1.06,0,0.0
2025-03-02,2025-03-02,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,19.23,996,12,19.31,1.22,0,0.0
2025-03-02,2025-03-02,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,9.86,478,4,20.63,0.97,0,0.0
2025-03-02,2025-03-02,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,2.3,225,7,10.24,3.36,1,4.79
2025-03-02,2025-03-02,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,5.38,295,3,18.24,1.19,1,3.2
2025-03-03,2025-03-03,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,11.55,704,8,16.4,1.18,0,0.0
2025-03-03,2025-03-03,Sample Sale Coat - BOF - Retargeting,Website Visitors - Sample Sale Coat,DPA - Sample Sale Coa,23.04,1600,51,14.4,3.2,1,29.99
2025-03-03,2025-03-03,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,53.78,2318,33,23.2,1.46,1,20.0
2025-03-04,2025-03-04,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,9.65,452,4,21.34,1.03,0,0.0
2025-03-04,2025-03-04,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,6.51,333,2,19.55,0.81,0,0.0
2025-03-04,2025-03-04,Discontinued Boots - BOF - Retargeting,Website Visitors - Discontinued Boots,DPA - Discontinued Bo,18.88,1718,62,10.99,3.63,1,23.99
2025-03-04,2025-03-04,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,44.07,1777,26,24.8,1.46,1,16.0
2025-03-04,2025-03-04,Luxury Belt - BOF - Retargeting,Website Visitors - Luxury Belt,DPA - Luxury Belt,10.08,684,14,14.73,2.06,1,95.99
2025-03-04,2025-03-04,Luxury Belt - TOF - Interests,Broad Interests - Luxury Belt,Creative A - Luxury Belt,23.53,1375,12,17.11,0.89,1,63.99
2025-03-04,2025-03-04,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,8.75,492,5,17.79,1.17,0,0.0
2025-03-05,2025-03-05,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,6.41,316,4,20.3,1.45,0,0.0
2025-03-05,2025-03-05,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,12.9,676,7,19.08,1.11,0,0.0
2025-03-05,2025-03-05,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,8.98,628,6,14.3,1.05,0,0.0
2025-03-05,2025-03-05,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,27.59,1180,17,23.38,1.44,0,0.0
2025-03-05,2025-03-05,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,12.77,771,10,16.56,1.38,0,0.0
2025-03-05,2025-03-05,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,5.63,475,9,11.85,2.09,1,53.99
2025-03-05,2025-03-05,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,13.13,972,11,13.51,1.21,1,36.0
2025-03-05,2025-03-05,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,9.5,405,4,23.45,1.05,0,0.0
2025-03-06,2025-03-06,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,5.33,272,2,19.6,0.83,0,0.0
2025-03-06,2025-03-06,Baseball Cap - TOF - Interests,Broad Interests - Baseball Cap,Creative A - Baseball Cap,14.65,799,8,18.34,1.12,0,0.0
2025-03-06,2025-03-06,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,10.8,642,5,16.83,0.86,0,0.0
2025-03-06,2025-03-06,Casual Jeans - TOF - Interests,Broad Interests - Casual Jeans,Creative A - Casual Jeans,14.51,794,9,18.27,1.18,0,0.0
2025-03-06,2025-03-06,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,14.78,776,10,19.05,1.39,0,0.0
2025-03-06,2025-03-06,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,13.3,645,9,20.62,1.46,0,0.0
2025-03-06,2025-03-06,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,10.79,436,3,24.75,0.9,0,0.0
2025-03-06,2025-03-06,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,12.22,569,6,21.48,1.14,0,0.0
2025-03-06,2025-03-06,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,7.37,430,5,17.15,1.39,0,0.0
2025-03-07,2025-03-07,Basic Phone Case - TOF - Interests,Broad Interests - Basic Phone Case,Creative A - Basic Phone Cas,12.93,820,10,15.77,1.28,0,0.0
2025-03-07,2025-03-07,Canvas Tote Bag - TOF - Interests,Broad Interests - Canvas Tote Bag,Creative A - Canvas Tote Bag,10.77,450,6,23.94,1.49,0,0.0
2025-03-07,2025-03-07,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,6.5,359,3,18.11,0.98,0,0.0
2025-03-07,2025-03-07,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,11.13,638,7,17.45,1.2,0,0.0
2025-03-07,2025-03-07,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,10.27,429,3,23.94,0.83,0,0.0
2025-03-08,2025-03-08,Basic Socks 3-Pack - BOF - Retargeting,Website Visitors - Basic Socks 3-Pack,DPA - Basic Socks 3-P,12.05,1266,45,9.52,3.57,1,23.99
2025-03-08,2025-03-08,Basic Socks 3-Pack - TOF - Interests,Broad Interests - Basic Socks 3-Pack,Creative A - Basic Socks 3-P,28.13,1523,13,18.47,0.88,1,15.99
2025-03-08,2025-03-08,Cashmere Sweater - BOF - Retargeting,Website Visitors - Cashmere Sweater,DPA - Cashmere Sweate,7.61,654,24,11.64,3.8,1,71.99
2025-03-08,2025-03-08,Cashmere Sweater - TOF - Interests,Broad Interests - Cashmere Sweater,Creative A - Cashmere Sweate,17.77,866,8,20.52,0.98,1,48.0
2025-03-08,2025-03-08,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,6.74,294,2,22.94,0.87,0,0.0
2025-03-08,2025-03-08,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,26.58,1093,13,24.32,1.28,0,0.0
2025-03-08,2025-03-08,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,20.85,864,10,24.13,1.18,0,0.0
2025-03-08,2025-03-08,Last Season Dress - TOF - Interests,Broad Interests - Last Season Dress,Creative A - Last Season Dre,27.33,1321,14,20.69,1.1,0,0.0
2025-03-08,2025-03-08,Running Shorts - TOF - Interests,Broad Interests - Running Shorts,Creative A - Running Shorts,6.17,311,3,19.84,0.99,0,0.0
2025-03-08,2025-03-08,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,13.83,660,9,20.96,1.38,0,0.0
2025-03-09,2025-03-09,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,8.53,490,5,17.4,1.16,0,0.0
2025-03-09,2025-03-09,Clearance Jacket - TOF - Interests,Broad Interests - Clearance Jacket,Creative A - Clearance Jacke,12.73,554,8,22.98,1.47,0,0.0
2025-03-09,2025-03-09,Handcrafted Wallet - TOF - Interests,Broad Interests - Handcrafted Wallet,Creative A - Handcrafted Wal,9.79,523,6,18.71,1.27,0,0.0
2025-03-09,2025-03-09,Overstock Pants - TOF - Interests,Broad Interests - Overstock Pants,Creative A - Overstock Pants,11.79,779,9,15.14,1.25,0,0.0
2025-03-09,2025-03-09,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,15.99,1025,13,15.6,1.35,0,0.0
2025-03-09,2025-03-09,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,6.86,353,2,19.44,0.81,0,0.0
2025-03-10,2025-03-10,Artisan Watch - BOF - Retargeting,Website Visitors - Artisan Watch,DPA - Artisan Watch,7.87,529,20,14.87,3.82,1,65.99
2025-03-10,2025-03-10,Artisan Watch - TOF - Interests,Broad Interests - Artisan Watch,Creative A - Artisan Watch,18.37,1320,14,13.92,1.13,1,44.0
2025-03-10,2025-03-10,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,14.08,752,6,18.72,0.85,0,0.0
2025-03-10,2025-03-10,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,14.42,585,6,24.65,1.11,0,0.0
2025-03-10,2025-03-10,Discontinued Boots - TOF - Interests,Broad Interests - Discontinued Boots,Creative A - Discontinued Bo,21.81,910,9,23.97,1.09,0,0.0
2025-03-10,2025-03-10,Premium Backpack - BOF - Retargeting,Website Visitors - Premium Backpack,DPA - Premium Backpac,13.27,1028,32,12.91,3.12,1,107.99
2025-03-10,2025-03-10,Premium Backpack - TOF - Interests,Broad Interests - Premium Backpack,Creative A - Premium Backpac,30.98,1305,14,23.74,1.08,1,71.99
2025-03-10,2025-03-10,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,23.28,1788,14,13.02,0.82,0,0.0
2025-03-11,2025-03-11,Classic T-Shirt - TOF - Interests,Broad Interests - Classic T-Shirt,Creative A - Classic T-Shirt,10.25,491,4,20.88,0.82,0,0.0
2025-03-11,2025-03-11,Cotton Hoodie - TOF - Interests,Broad Interests - Cotton Hoodie,Creative A - Cotton Hoodie,5.66,414,3,13.67,0.84,0,0.0
2025-03-11,2025-03-11,Designer Sunglasses - TOF - Interests,Broad Interests - Designer Sunglasses,Creative A - Designer Sungla,3.39,267,3,12.71,1.45,0,0.0
2025-03-11,2025-03-11,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,12.93,608,5,21.27,0.87,0,0.0
2025-03-11,2025-03-11,Plain Beanie - TOF - Interests,Broad Interests - Plain Beanie,Creative A - Plain Beanie,14.26,576,5,24.75,0.91,0,0.0
2025-03-11,2025-03-11,Polo Shirt - TOF - Interests,Broad Interests - Polo Shirt,Creative A - Polo Shirt,13.48,634,6,21.26,1.03,0,0.0
2025-03-11,2025-03-11,Premium Leather Bag - TOF - Interests,Broad Interests - Premium Leather Bag,Creative A - Premium Leather,5.02,228,2,22.03,0.89,0,0.0
2025-03-11,2025-03-11,Sample Sale Coat - TOF - Interests,Broad Interests - Sample Sale Coat,Creative A - Sample Sale Coa,12.09,706,7,17.13,1.08,0,0.0
2025-03-11,2025-03-11,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,9.21,472,6,19.51,1.32,0,0.0
2025-03-11,2025-03-11,Simple Keychain - TOF - Interests,Broad Interests - Simple Keychain,Creative A - Simple Keychain,11.55,849,11,13.6,1.31,0,0.0
2025-03-11,2025-03-11,Standard Lanyard - BOF - Retargeting,Website Visitors - Standard Lanyard,DPA - Standard Lanyar,4.09,296,9,13.83,3.1,1,9.59
2025-03-11,2025-03-11,Standard Lanyard - TOF - Interests,Broad Interests - Standard Lanyard,Creative A - Standard Lanyar,9.57,430,6,22.25,1.41,1,6.39
